País,Variable,Código CINE,Nivel CINE,Grado,Población,Year,value,Definicion_variable
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Urbano,2020,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Rural,2020,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2020,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2020,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2020,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2020,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2020,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2020,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Total,2020,964.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Hombres,2020,493.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Mujeres,2020,471.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Total,2020,61.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Hombres,2020,21.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Mujeres,2020,40.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Total,2020,6.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Hombres,2020,1.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Mujeres,2020,5.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Total,2020,39377.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Hombres,2020,20183.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Mujeres,2020,19194.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Total,2020,25923.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Hombres,2020,12088.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Mujeres,2020,13835.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Total,2020,11833.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Hombres,2020,4206.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Mujeres,2020,7627.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Argentina,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2021,11297.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2021,473.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2021,10824.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-1,Educación primaria,,Total,2021,51284.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,2021,2612.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-1,Educación primaria,,Rural,2021,48672.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2021,66473.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2021,1938.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2021,64535.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2021,10623.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2021,6364.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2021,4259.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2021,10101.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2021,522.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Total,2021,91089.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Hombres,2021,51209.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2021,39880.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,2021,87387.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Rural,2021,3702.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2021,27815.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2021,15461.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2021,12354.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2021,26835.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2021,980.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2021,30975.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2021,16020.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2021,14955.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2021,30547.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2021,428.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Total,2021,793.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Hombres,2021,498.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2021,295.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Urbano,2021,770.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Rural,2021,23.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2021,192.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2021,122.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2021,70.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2021,186.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2021,6.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2021,395.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2021,248.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2021,147.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2021,386.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2021,9.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2021,3.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2021,2.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2021,1.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2021,2.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2021,1.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Total,2021,2954.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Hombres,2021,1967.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2021,987.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Urbano,2021,2828.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Rural,2021,126.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2021,1924.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2021,1260.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2021,664.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2021,1844.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2021,80.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
