País,Variable,Código CINE,Nivel CINE,Grado,Población,Year,value,Definicion_variable
Peru,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Rural,2020,0.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Peru,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2020,31.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Peru,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2020,15.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Peru,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2020,16.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Peru,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2020,31.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Peru,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2020,0.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Peru,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2020,18.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Peru,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2020,6.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Peru,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2020,12.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Peru,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2020,18.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Peru,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2020,0.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Peru,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Total,2020,7151.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Peru,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Hombres,2020,3359.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Peru,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Mujeres,2020,3792.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Peru,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Total,2020,4903.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Peru,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Hombres,2020,2289.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Peru,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Mujeres,2020,2614.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Peru,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Total,2020,3283.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Peru,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Hombres,2020,1493.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Peru,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Mujeres,2020,1790.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Peru,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Total,2020,591671.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Peru,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Hombres,2020,300576.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Peru,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Mujeres,2020,291095.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Peru,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Total,2020,523164.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Peru,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Hombres,2020,266910.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Peru,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Mujeres,2020,256254.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Peru,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Total,2020,484298.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Peru,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Hombres,2020,243367.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Peru,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Mujeres,2020,240931.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2020,12433.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2020,6147.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2020,6286.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2020,9622.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2020,2811.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-1,Educación primaria,,Total,2020,60158.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-1,Educación primaria,,Hombres,2020,29721.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2020,30437.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,2020,39479.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-1,Educación primaria,,Rural,2020,20679.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2020,12910.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2020,5945.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2020,6965.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2020,10488.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2020,2422.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2020,6736.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2020,2850.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2020,3886.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2020,6046.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2020,690.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Total,2020,2051.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Hombres,2020,1255.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2020,796.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Urbano,2020,1133.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Rural,2020,918.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2020,352.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2020,229.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2020,123.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2020,291.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2020,61.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2020,203.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2020,118.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2020,85.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2020,192.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2020,11.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2020,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2020,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2020,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2020,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2020,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Total,2020,15940.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Hombres,2020,8509.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2020,7431.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Urbano,2020,9377.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Rural,2020,6563.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2020,5061.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2020,2544.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2020,2517.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2020,3888.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2020,1173.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Total,2020,1496.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Hombres,2020,777.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2020,719.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Urbano,2020,638.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Rural,2020,858.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2020,331.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2020,157.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2020,174.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2020,233.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2020,98.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2020,249.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2020,98.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2020,151.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2020,232.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2020,17.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Republica-Dominicana,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Total,2020,6366.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Republica-Dominicana,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Hombres,2020,2919.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Republica-Dominicana,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Mujeres,2020,3447.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Republica-Dominicana,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Total,2020,3367.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Republica-Dominicana,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Hombres,2020,1451.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Republica-Dominicana,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Mujeres,2020,1916.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Republica-Dominicana,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Total,2020,1587.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Republica-Dominicana,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Hombres,2020,674.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Republica-Dominicana,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Mujeres,2020,913.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Total,2020,183172.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Hombres,2020,93041.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Mujeres,2020,90131.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Total,2020,158958.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Hombres,2020,76992.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Mujeres,2020,81966.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Total,2020,106816.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Hombres,2020,46920.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Mujeres,2020,59896.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2020,1060.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2020,555.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2020,505.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2020,1027.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2020,33.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-1,Educación primaria,,Total,2020,4639.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-1,Educación primaria,,Hombres,2020,2421.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2020,2218.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,2020,4510.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-1,Educación primaria,,Rural,2020,129.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2020,259.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2020,106.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2020,153.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2020,154.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2020,60.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2020,94.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2020,0.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2020,0.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Total,2020,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Hombres,2020,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2020,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Urbano,2020,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Rural,2020,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2020,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2020,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2020,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2020,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2020,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2020,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2020,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2020,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2020,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2020,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2020,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Total,2020,161.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Hombres,2020,105.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2020,56.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Urbano,2020,157.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Rural,2020,4.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2020,124.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2020,88.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2020,36.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Total,2020,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Hombres,2020,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2020,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
